Logging to ./data/CartPole-v0_ppo/ppo_3567743922/
---------------------------------
| rollout/           |          |
|    time_elapsed         | 8            |
|    total_timesteps      | 1536         |
| train/                  |              |
|    approx_kl            | 0.0021072524 |
|    clip_fraction        | 0.00156      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.619       |
|    explained_variance   | -0.0533      |
|    learning_rate        | 0.0003       |
|    loss                 | 16.2         |
|    n_updates            | 940          |
|    policy_gradient_loss | -0.00308     |
|    value_loss           | 32.7         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.5        |
|    ep_rew_mean          | 31.5        |
| time/                   |             |
|    fps                  | 172         |
|    iterations           | 49          |
|    time_elapsed         | 9           |
|    total_timesteps      | 1568        |
| train/                  |             |
|    approx_kl            | 0.025348444 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.59       |
|    explained_variance   | -0.02       |
|    learning_rate        | 0.0003      |
|    loss                 | 16.4        |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0199     |
|    value_loss           | 33.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.7         |
|    ep_rew_mean          | 31.7         |
| time/                   |              |
|    fps                  | 172          |
|    iterations           | 50           |
|    time_elapsed         | 9            |
|    total_timesteps      | 1600         |
| train/                  |              |
|    approx_kl            | 0.0031107925 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.667       |
|    explained_variance   | -0.0287      |
|    learning_rate        | 0.0003       |
|    loss                 | 16.6         |
|    n_updates            | 980          |
|    policy_gradient_loss | -0.00289     |
|    value_loss           | 33.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.5        |
|    ep_rew_mean          | 31.5        |
| time/                   |             |
|    fps                  | 172         |
|    iterations           | 51          |
|    time_elapsed         | 9           |
|    total_timesteps      | 1632        |
| train/                  |             |
|    approx_kl            | 0.009238408 |
|    clip_fraction        | 0.0172      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.631      |
|    explained_variance   | -0.0233     |
|    learning_rate        | 0.0003      |
|    loss                 | 15.2        |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.0093     |
|    value_loss           | 30.7        |
-----------------------------------------
